District_Code,RO_Code,Book,Deed_year,Deed_no,Item_no,Property_district_code,Property_ro_code,ps_code,moucode,Area_type,GP_Muni_Corp_Code,Ward,Holding,Premises,road_code,Plot_code_type,Road,Plot_No,Bata_No,Khatian_type,khatian_No,bata_khatian_no,property_type,Land_Area_acre,Land_Area_bigha,Land_Area_decimal,Land_Area_katha,Land_Area_chatak,Land_Area_sqfeet,Structure_area_in_sqFeet,Created_DTTM,ref_ps,ref_mouza,jl_no,other_plots,other_khatian,land_type,refjl_no,Created_by,Exception
"12","06","1","2005","00034","1","12","06","06","001",,,,,,,"RS",,"3241","0","RS","491",,"LL","0","0","7.5","0","0","0","0","18-11-05 12.41.17",,"HAREK NAGAR","001",,,"004",,"prem",
"12","06","1","2005","00034","2","12","06","06","001",,,,,,,"RS",,"3303","4423","RS","491",,"LL","0","0","1","0","0","0","0","18-11-05 12.41.17",,"HAREK NAGAR","001",,,"004",,"prem",
"12","06","1","2005","00034","3","12","06","06","001",,,,,,,"RS",,"3301","4435","RS","491",,"LL","0","0","1.87","0","0","0","0","18-11-05 12.41.17",,"HAREK NAGAR","001",,,"004",,"prem",
"12","06","1","2005","00035","1","12","06","06","014",,,,,,,"RS",,"5964","0","RS","1151",,"LL","0","0","19","0","0","0","0","18-11-05 12.41.17",,,"014",,,"004",,"prem",
"12","06","1","2005","00035","2","12","06","06","014",,,,,,,"RS",,"5778","0","RS","1151",,"LL","0","0","19","0","0","0","0","18-11-05 12.41.17",,,"014",,,"004",,"prem",
"12","06","1","2005","00035","3","12","06","06","014",,,,,,,"RS",,"5859","0","RS","1151",,"LL","0","0","5","0","0","0","0","18-11-05 12.41.17",,,"014",,,"004",,"prem",
"12","06","1","2005","00035","4","12","06","06","014",,,,,,,"RS",,"5856","0","RS","1151",,"LL","0","0","13","0","0","0","0","18-11-05 12.41.17",,,"014",,,"004",,"prem",
"12","06","1","2005","00245","1","12","06","06","120",,,,,,,"RS",,"7078","0","RS","1062",,"LL","0","0","4.66","0","0","0","0","18-11-14 10.19.41",,,"120",,,"004",,"prem",
"12","06","1","2005","00245","2","12","06","06","120",,,,,,,"RS",,"7079","0","RS","1062",,"LL","0","0","4.33","0","0","0","0","18-11-14 10.19.41",,,"120",,,"004",,"prem",
"12","06","1","2005","00245","3","12","06","06","120",,,,,,,"RS",,"7080","0","RS","1062",,"LL","0","0","4.33","0","0","0","0","18-11-14 10.19.41",,,"120",,,"004",,"prem",
"12","06","1","2005","00246","1","12","06","06","054",,,,,,,"RS",,"8079","0","RS","3538",,"LL","0","0","102","0","0","0","0","18-11-14 10.19.41",,,"054",,,"004",,"prem",
"12","06","1","2005","00247","1","99","99","999",,,,,,,,"CS",,"0","0","CS",,,"LL","0","0","0","0","0","0","0","18-11-14 10.19.41",,,,,,,,"prem","02;05;06"
"12","06","1","2005","00248","1","12","06","06","048",,,,,,,"RS",,"123","0","RS","1406",,"LL","0","0","16.5","0","0","0","0","18-11-14 10.19.41",,,"048",,,"004",,"prem",
"12","06","1","2005","00249","1","12","06","05","138",,,,,,,"RS",,"9784","0","RS","3911",,"LL","0","0","17","0","0","0","0","18-11-14 10.19.41",,,"138",,,"004",,"prem",
"12","06","1","2005","00249","2","12","06","05","138",,,,,,,"RS",,"9784","0","RS","3830",,"LL","0","0","21","0","0","0","0","18-11-14 10.19.41",,,"138",,,"004",,"prem",
"12","06","1","2005","00250","1","12","06","06","125",,,,,,,"RS",,"3072","0","RS","391",,"LL","0","0","2","0","0","0","0","18-11-14 10.19.41",,,"125",,,"004",,"prem",
"12","06","1","2005","00250","2","12","06","06","125",,,,,,,"RS",,"3073","0","RS","391",,"LL","0","0","2","0","0","0","0","18-11-14 10.19.41",,,"125",,,"004",,"prem",
"12","06","1","2005","00251","1","12","06","06","001",,,,,,,"RS",,"31","0","RS","573",,"LL","0","0","3.29","0","0","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","10","12","06","06","001",,,,,,,"RS",,"2064","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","11","12","06","06","001",,,,,,,"RS",,"2067","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","12","12","06","06","001",,,,,,,"RS",,"2038","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","13","12","06","06","001",,,,,,,"RS",,"1225","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","14","12","06","06","001",,,,,,,"RS",,"518","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","15","12","06","06","001",,,,,,,"RS",,"519","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","16","12","06","06","001",,,,,,,"RS",,"2665","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","17","12","06","06","001",,,,,,,"RS",,"2580","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","18","12","06","06","001",,,,,,,"RS",,"2569","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","19","12","06","06","001",,,,,,,"RS",,"3054","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","2","12","06","06","001",,,,,,,"RS",,"33","0","RS","573",,"LL","0","0","3.29","0","0","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","20","12","06","06","001",,,,,,,"RS",,"3135","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","21","12","06","06","001",,,,,,,"RS",,"1880","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","22","12","06","06","001",,,,,,,"RS",,"1881","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","23","12","06","06","001",,,,,,,"RS",,"3075","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","24","12","06","06","001",,,,,,,"RS",,"2572","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","25","12","06","06","001",,,,,,,"RS",,"2570","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","26","12","06","06","001",,,,,,,"RS",,"2568","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","27","12","06","06","001",,,,,,,"RS",,"2538","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","28","12","06","06","001",,,,,,,"RS",,"718","1951","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","29","12","06","06","001",,,,,,,"RS",,"858","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","3","12","06","06","001",,,,,,,"RS",,"57","0","RS","573",,"LL","0","0","3.29","0","0","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","30","12","06","06","001",,,,,,,"RS",,"878","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","31","12","06","06","001",,,,,,,"RS",,"1826","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","32","12","06","06","001",,,,,,,"RS",,"3142","3572","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","33","12","06","06","001",,,,,,,"RS",,"3158","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","34","12","06","06","001",,,,,,,"RS",,"2621","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","35","12","06","06","001",,,,,,,"RS",,"2052","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","36","12","06","06","001",,,,,,,"RS",,"2053","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","37","12","06","06","001",,,,,,,"RS",,"2049","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","4","12","06","06","001",,,,,,,"RS",,"133","0","RS","573",,"LL","0","0","3.29","0","0","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","5","12","06","06","001",,,,,,,"RS",,"2666","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","6","12","06","06","001",,,,,,,"RS",,"2107","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","7","12","06","06","001",,,,,,,"RS",,"1782","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","8","12","06","06","001",,,,,,,"RS",,"2076","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00251","9","12","06","06","001",,,,,,,"RS",,"2063","0","RS","937",,"LL","0","0","0","1","13.3824","0","0","18-11-14 10.19.41",,"JAFRABAD","001",,,"004",,"prem",
"12","06","1","2005","00252","1","12","06","06","003",,,,,,,"RS",,"252","0","RS","1858",,"LL","0","0","32","0","0","0","0","18-11-14 10.19.41",,,"003",,,"004",,"prem",
"12","06","1","2005","00254","1","12","06","05","112",,,,,,,"RS",,"344","0","RS","158",,"LL","0","0","1.66","0","0","0","0","18-11-14 10.19.41",,,"112",,,"004",,"prem",
"12","06","1","2005","00255","1","12","06","05","138",,,,,,,"RS",,"4801","0","RS","3002",,"LL","52","0","0","0","0","0","0","18-11-14 10.19.41",,,"138",,,"004",,"prem",
"12","06","1","2005","00256","1","12","06","05","138",,,,,,,"RS",,"4854","0","RS","980",,"LL","30.5","0","0","0","0","0","0","18-11-14 10.19.41",,,"138",,,"004",,"prem",
"12","06","1","2005","00257","1","12","06","05","138",,,,,,,"RS",,"4820","0","RS","3362",,"LL","1.38","0","0","0","0","0","0","18-11-14 10.19.41",,,"138",,,"004",,"prem",
"12","06","1","2005","00258","1","12","06","05","138",,,,,,,"RS",,"4968","0","RS","3662",,"LL","21","0","0","0","0","0","0","18-11-14 10.19.41",,,"138",,,"004",,"prem",
"12","06","1","2005","00259","1","12","06","05","138",,,,,,,"RS",,"4752","0","RS","2362",,"LL","0","0","33","0","0","0","0","18-11-14 10.19.41",,,"138",,,"004",,"prem",
"12","06","1","2005","00260","1","12","06","05","138",,,,,,,"RS",,"4841","0","RS","722",,"LL","60","0","0","0","0","0","0","18-11-14 10.19.41",,,"138",,,"004",,"prem",
"12","06","1","2005","00261","1","12","06","05","132",,,,,,,"RS",,"2126","0","LR","1525",,"LL","0","0","12","0","0","0","0","18-11-14 10.19.41",,,"132",,,"004",,"prem",
"12","06","1","2005","00262","1","12","06","05","136",,,,,,,"RS",,"4082","0","RS","4209",,"LL","0","0","34","0","0","0","0","18-11-14 10.19.41",,,"136",,,"004",,"prem",
"12","06","1","2005","00262","2","12","06","05","136",,,,,,,"RS",,"4082","0","RS","2696",,"LL","0","0","15","0","0","0","0","18-11-14 10.19.41",,,"136",,,"004",,"prem",
"12","06","1","2005","00263","1","12","06","05","109",,,,,,,"RS",,"618","0","LR","1000",,"LL","0","0","17","0","0","0","0","18-11-14 10.19.41",,,"109",,,"004",,"prem",
"12","06","1","2005","00263","2","12","06","05","109",,,,,,,"RS",,"619","0","LR","1000",,"LL","0","0","4","0","0","0","0","18-11-14 10.19.41",,,"109",,,"004",,"prem",
"12","06","1","2005","00263","3","12","06","05","109",,,,,,,"RS",,"618","0","LR","1000",,"LL","0","0","13","0","0","0","0","18-11-14 10.19.41",,,"109",,,"004",,"prem",
"12","06","1","2005","00263","4","12","06","05","109",,,,,,,"RS",,"1864","0","LR","1000",,"LL","0","0","1","0","0","0","0","18-11-14 10.19.41",,,"109",,,"004",,"prem",
"12","06","1","2005","00265","1","12","06","05","079",,,,,,,"RS",,"6191","0","RS","1735",,"LL","0","0","0.935","0","0","0","0","18-11-14 10.19.41",,,"079",,,"004",,"prem",
"12","06","1","2005","00265","2","12","06","05","079",,,,,,,"RS",,"6311","0","RS","1735",,"LL","0","0","0.935","0","0","0","0","18-11-14 10.19.41",,,"079",,,"004",,"prem",
"12","06","1","2005","00266","1","12","06","05","136",,,,,,,"RS",,"1001","0","RS","4209",,"LL","0","0","24","0","0","0","0","18-11-14 10.19.41",,,"136",,,"004",,"prem",
"12","06","1","2005","00266","2","12","06","05","136",,,,,,,"RS",,"873","0","RS","4209",,"LL","0","0","1.25","0","0","0","0","18-11-14 10.19.41",,,"136",,,"004",,"prem",
"12","06","1","2005","00266","3","12","06","05","136",,,,,,,"RS",,"874","0","RS","4209",,"LL","0","0","1.25","0","0","0","0","18-11-14 10.19.41",,,"136",,,"004",,"prem",
"12","06","1","2005","00268","1","12","06","06","064",,,,,,,"RS",,"5199","0","RS","149",,"LL","0","0","1","0","0","0","0","18-11-14 10.19.41",,,"064",,,"004",,"prem",
"12","06","1","2005","00269","1","12","06","05","130",,,,,,,"RS",,"1360","0","RS","1019",,"LL","0","0","30","0","0","0","0","18-11-14 10.19.41",,,"130",,,"004",,"prem",
"12","06","1","2005","00270","1","12","06","06","051",,,,,,,"RS",,"864","0","RS","2465",,"LL","0","0","0","4","0","0","0","18-11-14 10.19.41",,,"051",,,"004",,"prem",
"12","06","1","2005","00271","1","12","06","06","051",,,,,,,"RS",,"894","0","RS","2465",,"LL","0","0","0","2","0","0","0","18-11-14 10.19.41",,,"051",,,"004",,"prem",
"12","06","1","2005","00272","1","12","06","06","064",,,,,,,"RS",,"5199","0","RS","149",,"LL","0","0","1","0","0","0","0","18-11-14 10.19.41",,,"064",,,"004",,"prem",
"12","06","1","2005","00273","1","12","06","06","044",,,,,,,"RS",,"197","0","RS","1112",,"LL","0","0","1","0","0","0","0","18-11-14 10.19.41",,,"044",,,"004",,"prem",
"12","06","1","2005","00273","2","12","06","06","044",,,,,,,"RS",,"209","0","RS","1112",,"LL","0","0","25.75","0","0","0","0","18-11-14 10.19.41",,,"044",,,"004",,"prem",
"12","06","1","2005","00273","3","12","06","06","044",,,,,,,"RS",,"204","0","RS","1112",,"LL","0","0","16","0","0","0","0","18-11-14 10.19.41",,,"044",,,"004",,"prem",
"12","06","1","2005","00274","1","12","06","06","044",,,,,,,"RS",,"310","0","RS","1047",,"LL","0","0","7.5","0","0","0","0","18-11-14 10.19.41",,,"044",,,"004",,"prem",
"12","06","1","2005","00274","10","12","06","06","044",,,,,,,"RS",,"311","0","RS","1047",,"LL","0","0","8.25","0","0","0","0","18-11-14 10.19.41",,,"044",,,"004",,"prem",
"12","06","1","2005","00274","2","12","06","06","044",,,,,,,"RS",,"307","0","RS","1047",,"LL","0","0","4.37","0","0","0","0","18-11-14 10.19.41",,,"044",,,"004",,"prem",
"12","06","1","2005","00274","3","12","06","06","044",,,,,,,"RS",,"309","0","RS","1047",,"LL","0","0","13","0","0","0","0","18-11-14 10.19.41",,,"044",,,"004",,"prem",
"12","06","1","2005","00274","4","12","06","06","044",,,,,,,"RS",,"311","0","RS","1047",,"LL","0","0","9.75","0","0","0","0","18-11-14 10.19.41",,,"044",,,"004",,"prem",
"12","06","1","2005","00274","5","12","06","06","044",,,,,,,"RS",,"314","0","RS","1047",,"LL","0","0","2.25","0","0","0","0","18-11-14 10.19.41",,,"044",,,"004",,"prem",
"12","06","1","2005","00274","6","12","06","06","044",,,,,,,"RS",,"317","0","RS","1047",,"LL","0","0","0.37","0","0","0","0","18-11-14 10.19.41",,,"044",,,"004",,"prem",
"12","06","1","2005","00274","7","12","06","06","044",,,,,,,"RS",,"341","0","RS","1047",,"LL","0","0","1","0","0","0","0","18-11-14 10.19.41",,,"044",,,"004",,"prem",
"12","06","1","2005","00274","8","12","06","06","044",,,,,,,"RS",,"344","0","RS","1047",,"LL","0","0","2.25","0","0","0","0","18-11-14 10.19.41",,,"044",,,"004",,"prem",
"12","06","1","2005","00274","9","12","06","06","044",,,,,,,"RS",,"344","0","RS","1047",,"LL","0","0","2.25","0","0","0","0","18-11-14 10.19.41",,,"044",,,"004",,"prem",
"12","06","1","2005","00275","1","12","06","06","051",,,,,,,"RS",,"3095","0","RS","2457",,"LL","0","0","1.1","0","0","0","0","18-11-14 10.19.41",,,"051",,,"004",,"prem",
"12","06","1","2005","00276","1","12","06","06","051",,,,,,,"RS",,"955","0","RS","3210",,"LL",".0175","0","0","0","0","0","0","18-11-14 10.19.41",,,"051",,,"004",,"prem",
"12","06","1","2005","00277","1","12","06","06","012",,,,,,,"RS",,"2043","0","RS","3830",,"LL","0","0","11","0","0","0","0","18-11-14 10.19.41",,,"012",,,"004",,"prem",
"12","06","1","2005","00278","1","12","06","05","135",,,,,,,"RS",,"3342","0","RS","933",,"LL","0","0","7","0","0","0","0","18-11-14 10.19.41",,,"135",,,"004",,"prem",
"12","06","1","2005","00279","1","12","06","06","034",,,,,,,"RS",,"697","0","RS","967",,"LL","0","0","3","0","0","0","0","18-11-14 10.19.41",,,"034",,,"004",,"prem",
"12","06","1","2005","00280","1","12","06","06","046",,,,,,,"RS",,"681","0","RS","276",,"LL","0","0","4.5","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","10","12","06","06","046",,,,,,,"RS",,"913","0","RS","518",,"LL","0","0","9","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","11","12","06","06","046",,,,,,,"RS",,"1087","0","RS","518",,"LL","0","0","4","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","12","12","06","06","046",,,,,,,"RS",,"312","0","RS","518",,"LL","0","0","5","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","13","12","06","06","046",,,,,,,"RS",,"294","0","RS","518",,"LL","0","0","1","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","14","12","06","06","046",,,,,,,"RS",,"759","0","RS","518",,"LL","0","0","0","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","15","12","06","06","046",,,,,,,"RS",,"542","0","RS","518",,"LL","0","0","0.16","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","16","12","06","06","046",,,,,,,"RS",,"1138","0","RS","518",,"LL","0","0","0.16","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","17","12","06","06","046",,,,,,,"RS",,"543","0","RS","518",,"LL","0","0","0.41","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","2","12","06","06","046",,,,,,,"RS",,"682","0","RS","276",,"LL","0","0","1.5","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","3","12","06","06","046",,,,,,,"RS",,"352","0","RS","32",,"LL","0","0","0.75","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","4","12","06","06","046",,,,,,,"RS",,"351","0","RS","32",,"LL","0","0","0.75","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","5","12","06","06","046",,,,,,,"RS",,"353","0","RS","32",,"LL","0","0","0.75","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","6","12","06","06","046",,,,,,,"RS",,"354","0","RS","32",,"LL","0","0","0.75","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","7","12","06","06","046",,,,,,,"RS",,"597","0","RS","518",,"LL","0","0","0","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","8","12","06","06","046",,,,,,,"RS",,"322","0","RS","518",,"LL","0","0","5","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00280","9","12","06","06","046",,,,,,,"RS",,"913","0","RS","518",,"LL","0","0","9","0","0","0","0","18-11-14 10.19.41",,,"046",,,"004",,"prem",
"12","06","1","2005","00281","1","12","06","06","001",,,,,,,"RS",,"5087","0","RS","380",,"LL","0","0","1.665","0","0","0","0","18-11-14 10.19.41",,"BISANNA NAGAR","001",,,,,"prem",
"12","06","1","2005","00281","2","12","06","06","001",,,,,,,"RS",,"5105","5959","RS","380",,"LL","0","0","1.665","0","0","0","0","18-11-14 10.19.41",,"BISANNA NAGAR","001",,,,,"prem",
